Date,Experimenter,Batch,ID,Experiment,Condition,RewardedStimulus,Program,Program Version,TSFacing,Session,Trial,StartTime,CorrectChoice,"Criterion: choose rewarded color in 17/20 trials - do not need to adhere to at least 8/10 or 9/10 per 10-trial set, just need to get 85% correct if they are over 150 trials",Time maintenance diet removed,Notes,LatencyFirstPeckToScreen
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,161,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,162,,2,,,Extra trial after he had already passed criterion,1.5
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,163,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,164,,1,,,Extra trial after he had already passed criterion,1.9
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,165,,2,,,Extra trial after he had already passed criterion,2.1
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,166,,1,,,Extra trial after he had already passed criterion,3.4
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,167,,1,,,Extra trial after he had already passed criterion,1.7
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,168,,0,,,Extra trial after he had already passed criterion,1.5
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,169,,2,,,Extra trial after he had already passed criterion,4.5
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,170,,1,9/10 correct,,Extra trial after he had already passed criterion,2
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,171,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,172,,1,,,Extra trial after he had already passed criterion,1.4
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,11,173,14:14,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,174,,1,,,Extra trial after he had already passed criterion,5.5
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,175,,2,,,Extra trial after he had already passed criterion,8.1
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,176,,1,,,Extra trial after he had already passed criterion,8.7
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,177,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,178,,1,,,Extra trial after he had already passed criterion,2.7
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,179,,2,,,Extra trial after he had already passed criterion,8.3
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,180,,1,10/10 correct,,Extra trial after he had already passed criterion,3.4
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,181,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,182,,1,,,Extra trial after he had already passed criterion,1.8
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,183,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,184,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,185,,-1,,,Extra trial after he had already passed criterion. He saw the wavy lines at the last second and didn't peck fast enough so I gave him a -1 here,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,185,,1,,,Extra trial after he had already passed criterion,1.9
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,186,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,187,,1,,,Extra trial after he had already passed criterion,5.4
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,188,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,189,,-1,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,189,,2,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,190,,1,10/10 correct,,Extra trial after he had already passed criterion,1.4
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,191,,1,,,Extra trial after he had already passed criterion,NA
25-Nov-19,MM,3,Adobo,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,12,192,,2,,Returned 15:05,Extra trial after he had already passed criterion,?
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,1,15:03,-1,,Removed 12:45,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,1,,0,,,,9
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,2,,1,,,,1.2
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,3,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,3,,0,,,,2.4
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,4,,0,,,,3.2
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,5,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,5,,2,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,6,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,6,,0,,,,4
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,7,,1,,,,2.4
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,8,,2,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,9,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,9,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,9,,2,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,10,,2,6/10 correct,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,11,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,11,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,11,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,1,11,15:19,2,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,12,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,12,,2,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,13,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,13,,2,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,14,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,14,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,14,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,14,,2,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,15,,-1,,,,0.2
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,15,15:47,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,15,,2,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,16,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,16,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,16,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,16,,0,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,17,,2,,,,8.4
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,18,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,18,,2,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,19,,-1,,,,NA
05-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,2,19,,2,,Returned 16:01,,0
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,20,,-1,,Removed 11:10,Latency to peck screen data was off for this session. PsychoPy recorded more trials than are in this data sheet. Not sure how to fix it,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,20,,2,9/10 correct,,,0.1
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,21,,-1,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,21,,-1,,,,0.1
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,21,12:59,-1,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,21,,1,,,,6.1
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,22,,-1,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,22,,-1,,,,1.3
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,22,,0,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,23,,2,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,24,,2,,,,2.6
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,25,13:05,-1,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,25,,-1,,,baited platform to get him to come back; then flushed him because he could reach the lowered hopper an was just eating; the hopper had gotten off it's hinges and so I fixed it and then it lowered properly,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,25,,2,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,26,13:13,0,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,27,,2,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,28,,0,,,,NA
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,29,,1,,,,0.6
06-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,3,30,,-1,,Returned 14:56,,7.6
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,30,14:46,1,6/10 correct,Removed 1200,First session stepped him back to digital white square,5.4
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,31,,0,,,,2.2
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,32,,1,,,,4.5
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,33,,1,,,,3.6
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,34,,2,,,"He didn't tap for first 5 or so sec, then I accidentally clicked it",7.2
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,35,,0,,,,9.1
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,36,,1,,,,4.9
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,37,,-1,,,flew onto laptop,NA
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,37,,1,,,,2.4
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,38,,0,,,,7.1
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,39,,1,,,,5.5
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,40,,0,6/10 correct,,,3.1
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,41,14:50,1,,,,6.8
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,42,,0,,,,2.8
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,43,,0,,,,2.6
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,44,,2,,,,4.9
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,45,,0,,,went to ground after,6
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,46,,0,,,,4.4
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,47,,0,,,,8
08-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,4,48,,2,,Returned 1550,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,49,10:17,0,,Removed 0900,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,50,,0,3/10 correct,,,9.5
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,51,,-1,,,went to laptop,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,51,,0,,,,1.6
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,52,,0,,,getting feebies from inside hopper?,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,53,,2,,,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,54,,-1,,,went to water,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,54,,0,,,,2.4
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,55,,1,,,,2.8
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,56,,2,,,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,57,,-1,,,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,57,,1,,,,4.3
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,58,,0,,,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,59,,2,,,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,60,,1,6/10 correct,,,1.4
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,61,,0,,,,4.3
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,62,,1,,,,3.6
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,63,,-1,,,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,63,,-1,,,went to laptop,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V2,R,5,63,,0,,,,2.2
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,64,11:34,-1,,,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,64,,-1,,,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,64,,1,,,,2.4
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,65,,0,,,,4.7
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,66,,0,,,,8.3
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,67,,1,,,,4.5
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,68,,0,,,,3.2
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,69,,1,,,,4.3
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,70,,1,5/10 correct,,,3.6
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,71,,0,,,,1.9
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,72,,0,,,,1.3
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,73,,1,,,,6.6
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,74,,1,,,,1.2
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,75,,0,,,,1.5
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,76,,-1,,,,NA
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,76,,1,,,,0.9
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,77,,0,,,,1.2
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,78,,1,,,,1.6
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,79,,1,,,,0.1
09-Dec-19,KM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V3,R,6,80,,0,5/10 correct,Returned 12:25,,6.7
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,81,13:40,1,,Removed 12:15,,3.3
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,82,,0,,,,3.7
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,83,,1,,,,1.2
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,84,,1,,,,1.7
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,85,,0,,,,1.1
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,86,,0,,,,1.9
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,87,,1,,,,8.5
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,88,,0,,,,3.1
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,89,,-1,,,,NA
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,89,,0,,,,1.4
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,90,13:44,1,5/10 correct,,,2.9
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,91,,2,,,,NA
10-Dec-19,MM,3,Burrito,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,V1,R,7,92,,1,,,,2
