Experiment,Site,Date,ID,Session,Trial,Choice,Notes
Reversal,Sacramento,18-Oct-21,Cuervo,10,21,1,
Reversal,Sacramento,18-Oct-21,Cuervo,10,22,-1,
Reversal,Sacramento,18-Oct-21,Cuervo,11,22,1,
Reversal,Sacramento,18-Oct-21,Cuervo,11,23,1,
Reversal,Sacramento,18-Oct-21,Cuervo,11,24,-1,
Reversal,Sacramento,18-Oct-21,Cuervo,12,24,1,
Reversal,Sacramento,18-Oct-21,Cuervo,12,25,1,
Reversal,Sacramento,18-Oct-21,Cuervo,12,26,1,
Reversal,Sacramento,18-Oct-21,Cuervo,12,27,1,
Reversal,Sacramento,18-Oct-21,Cuervo,12,28,1,
Reversal,Sacramento,18-Oct-21,Cuervo,12,29,1,
Reversal,Sacramento,18-Oct-21,Cuervo,12,30,1,
Reversal,Sacramento,18-Oct-21,Cuervo,12,31,-1,
Reversal,Sacramento,18-Oct-21,Cuervo,13,31,1,
Reversal,Sacramento,19-Oct-21,Cuervo,1,1,1,Rewarded = DARK gray
Reversal,Sacramento,19-Oct-21,Cuervo,1,2,0,
Reversal,Sacramento,19-Oct-21,Cuervo,1,3,0,
Reversal,Sacramento,19-Oct-21,Cuervo,1,4,0,
Reversal,Sacramento,19-Oct-21,Cuervo,1,5,0,
Reversal,Sacramento,19-Oct-21,Cuervo,1,6,-1,
Reversal,Sacramento,19-Oct-21,Cuervo,2,6,0,
Reversal,Sacramento,19-Oct-21,Cuervo,2,7,0,Accidentally ran to dk gray and took a piece of food before i could stop him
Reversal,Sacramento,19-Oct-21,Cuervo,2,8,0,
Reversal,Sacramento,19-Oct-21,Cuervo,2,9,0,Went into the aisle so stopped the session
Reversal,Sacramento,19-Oct-21,Cuervo,3,10,0,
Reversal,Sacramento,19-Oct-21,Cuervo,3,11,0,
Reversal,Sacramento,19-Oct-21,Cuervo,3,12,1,
Reversal,Sacramento,19-Oct-21,Cuervo,3,13,0,
Reversal,Sacramento,19-Oct-21,Cuervo,3,14,1,
Reversal,Sacramento,19-Oct-21,Cuervo,3,15,0,
Reversal,Sacramento,19-Oct-21,Cuervo,3,16,0,
Reversal,Sacramento,19-Oct-21,Cuervo,3,17,1,
Reversal,Sacramento,19-Oct-21,Cuervo,3,18,1,
Reversal,Sacramento,19-Oct-21,Cuervo,3,19,0,
Reversal,Sacramento,19-Oct-21,Cuervo,3,20,1,
Reversal,Sacramento,19-Oct-21,Cuervo,4,21,0,
Reversal,Sacramento,19-Oct-21,Cuervo,4,22,0,
Reversal,Sacramento,19-Oct-21,Cuervo,4,23,1,
Reversal,Sacramento,19-Oct-21,Cuervo,4,24,1,
Reversal,Sacramento,19-Oct-21,Cuervo,4,25,1,
Reversal,Sacramento,19-Oct-21,Cuervo,4,26,1,Got to the other tube and looked in before I could deter him
Reversal,Sacramento,19-Oct-21,Cuervo,4,27,0,
Reversal,Sacramento,19-Oct-21,Cuervo,4,28,1,
Reversal,Sacramento,19-Oct-21,Cuervo,4,29,0,
Reversal,Sacramento,19-Oct-21,Cuervo,4,30,1,
Reversal,Sacramento,19-Oct-21,Cuervo,4,31,1,
Reversal,Sacramento,19-Oct-21,Cuervo,4,32,1,
Reversal,Sacramento,19-Oct-21,Cuervo,4,33,1,
Reversal,Sacramento,19-Oct-21,Cuervo,4,34,-1,
Reversal,Sacramento,20-Oct-21,Cuervo,5,34,1,
Reversal,Sacramento,20-Oct-21,Cuervo,5,35,0,
Reversal,Sacramento,20-Oct-21,Cuervo,5,36,-1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,36,0,
Reversal,Sacramento,20-Oct-21,Cuervo,6,37,1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,38,1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,39,1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,40,1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,41,1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,42,1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,43,1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,44,1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,45,1,
Reversal,Sacramento,20-Oct-21,Cuervo,6,46,-1,
Reversal,Sacramento,20-Oct-21,Cuervo,7,46,1,
Reversal,Sacramento,20-Oct-21,Cuervo,7,47,1,
Reversal,Sacramento,20-Oct-21,Cuervo,7,48,1,
Reversal,Sacramento,20-Oct-21,Cuervo,7,49,1,
Reversal,Sacramento,20-Oct-21,Wachil,1,1,-1,"Rewarded = LIGHT gray. Loaded MD into lt gray tube. Didn't come down, 5 min trial"
Reversal,Sacramento,20-Oct-21,Wachil,2,1,1,
Reversal,Sacramento,20-Oct-21,Wachil,2,2,0,
Reversal,Sacramento,20-Oct-21,Wachil,2,3,-1,"Didn't come down, 5 min trial"
Reversal,Sacramento,20-Oct-21,Wachil,3,3,-1,"Didn't come down, 5 min trial"
Reversal,Sacramento,20-Oct-21,Wachil,4,3,1,
Reversal,Sacramento,20-Oct-21,Wachil,4,4,-1,
Reversal,Sacramento,21-Oct-21,Wachil,5,4,-1,"Came halfway down, but flew back up to her perch"
Reversal,Sacramento,21-Oct-21,Wachil,6,4,1,
Reversal,Sacramento,21-Oct-21,Wachil,6,5,-1,
Reversal,Sacramento,21-Oct-21,Wachil,7,5,0,
Reversal,Sacramento,21-Oct-21,Wachil,7,6,-1,"Didn't come down, 5 min trial"
Reversal,Sacramento,21-Oct-21,Wachil,8,6,-1,"Didn't come down, 5 min trial"
Reversal,Sacramento,22-Oct-21,Wachil,9,6,-1,"Didn't come down, 10 min trial"
Reversal,Sacramento,22-Oct-21,Wachil,10,6,-1,"Didn't come down, 10 min trial"
Reversal,Sacramento,22-Oct-21,Wachil,11,6,-1,"Didn't come down, 10 min trial"
Reversal,Sacramento,22-Oct-21,Wachil,12,6,1,
Reversal,Sacramento,22-Oct-21,Wachil,12,7,1,
Reversal,Sacramento,22-Oct-21,Wachil,12,8,-1,Did not come down in 5mins
Reversal,Sacramento,23-Oct-21,Wachil,13,8,-1,
Reversal,Sacramento,23-Oct-21,Wachil,14,8,0,
Reversal,Sacramento,23-Oct-21,Wachil,14,9,-1,
Reversal,Sacramento,23-Oct-21,Wachil,15,9,-1,
Reversal,Sacramento,25-Oct-21,Wachil,16,9,-1,
Reversal,Sacramento,25-Oct-21,Wachil,17,9,1,
Reversal,Sacramento,25-Oct-21,Wachil,17,10,-1,
Reversal,Sacramento,25-Oct-21,Wachil,18,10,-1,
Reversal,Sacramento,26-Nov.-21,Xunub,1,1,0,Rewarded = LIGHT grey; Using half a goldfish.
Reversal,Sacramento,26-Nov.-21,Xunub,1,2,0,
Reversal,Sacramento,26-Nov.-21,Xunub,1,3,0,
Reversal,Sacramento,26-Nov.-21,Xunub,1,4,1,"Looked in tube, did not take food. He seems nervous of me. Waited until end of 5 min trial to take tubes away in case he came back down."
Reversal,Sacramento,26-Nov.-21,Xunub,1,5,0,"AH shoot, I forgot he likes MD! Will switch out food on next trial. Came down for bug, did not look in tubes."
Reversal,Sacramento,26-Nov.-21,Xunub,1,6,-1,Using 4 MD pieces; Did not come down in 5 min
Reversal,Sacramento,28-Nov.-21,Xunub,2,6,-1,"Gray tubes were left on the table in the aisle facing Xunub and food was in the light gray tube. This could have affected his learning speed. If he chooses correctly more than expected from this point forward, consider throwing out his reversal data - he didn't so it didn't seeem to influence him. Baited @3min. Landed on camera, but didn't come to ground."
Reversal,Sacramento,28-Nov.-21,Xunub,3,6,-1,"Baited @6 min, took bait and flew to perch. 11:47 did a yellow tube trial to increase motivation, but he didn't participate"
Reversal,Sacramento,29-Nov.-21,Xunub,4,6,-1,Didn't come down; 5 min trial
Reversal,Sacramento,29-Nov.-21,Xunub,5,6,-1,Didn't come down; 8 min trial
Reversal,Sacramento,29-Nov.-21,Xunub,6,6,0,
Reversal,Sacramento,29-Nov.-21,Xunub,6,7,0,
Reversal,Sacramento,29-Nov.-21,Xunub,6,8,-1,"Came down, approached lt gray tube, but didn't look inside tube. 6 min trial"
Reversal,Sacramento,29-Nov.-21,Xunub,7,8,0,
Reversal,Sacramento,29-Nov.-21,Xunub,7,9,0,
Reversal,Sacramento,29-Nov.-21,Xunub,7,10,1,
Reversal,Sacramento,30-Nov.-21,Xunub,8,11,-1,"Came down, didn't make a choice, flew back up"
Reversal,Sacramento,30-Nov.-21,Xunub,9,11,-1,
Reversal,Sacramento,30-Nov.-21,Xunub,10,11,0,
Reversal,Sacramento,30-Nov.-21,Xunub,10,12,-1,
Reversal,Sacramento,30-Nov.-21,Xunub,11,12,1,
Reversal,Sacramento,30-Nov.-21,Xunub,11,13,1,
Reversal,Sacramento,30-Nov.-21,Xunub,11,14,0,
Reversal,Sacramento,30-Nov.-21,Xunub,11,15,0,Implementing antileft side bias pattern
Reversal,Sacramento,30-Nov.-21,Xunub,11,16,1,
Reversal,Sacramento,30-Nov.-21,Xunub,11,17,0,
Reversal,Sacramento,30-Nov.-21,Xunub,11,18,-1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,18,0,
Reversal,Sacramento,1-Dec.-21,Xunub,12,19,1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,20,0,Still on antileft side bias pattern
Reversal,Sacramento,1-Dec.-21,Xunub,12,21,0,
Reversal,Sacramento,1-Dec.-21,Xunub,12,22,1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,23,0,
Reversal,Sacramento,1-Dec.-21,Xunub,12,24,0,
Reversal,Sacramento,1-Dec.-21,Xunub,12,25,1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,26,1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,27,1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,28,1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,29,0,
Reversal,Sacramento,1-Dec.-21,Xunub,12,30,1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,31,0,
Reversal,Sacramento,1-Dec.-21,Xunub,12,32,1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,33,1,
Reversal,Sacramento,1-Dec.-21,Xunub,12,34,-1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,34,1,He landed on ground as I was leaving but I don't think he saw in a tube bc he flew back immediately
Reversal,Sacramento,1-Dec.-21,Xunub,13,35,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,36,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,37,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,38,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,39,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,40,0,
Reversal,Sacramento,1-Dec.-21,Xunub,13,41,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,42,0,
Reversal,Sacramento,1-Dec.-21,Xunub,13,43,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,44,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,45,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,46,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,47,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,48,0,
Reversal,Sacramento,1-Dec.-21,Xunub,13,49,0,
Reversal,Sacramento,1-Dec.-21,Xunub,13,50,1,
Reversal,Sacramento,1-Dec.-21,Xunub,13,51,0,
Reversal,Sacramento,2-Dec.-21,Xunub,14,52,1,
Reversal,Sacramento,2-Dec.-21,Xunub,14,53,0,
Reversal,Sacramento,2-Dec.-21,Xunub,14,54,0,Implementing antileft side bias pattern
Reversal,Sacramento,2-Dec.-21,Xunub,14,55,1,
Reversal,Sacramento,2-Dec.-21,Xunub,14,56,-1,
Reversal,Sacramento,2-Dec.-21,Xunub,15,56,-1,
Reversal,Sacramento,2-Dec.-21,Xunub,16,56,-1,
Reversal,Sacramento,3-Dec-21,Xunub,17,56,-1,Came to ground but then flew immediately back to perch
Reversal,Sacramento,3-Dec-21,Xunub,18,56,-1,Did not come down
Reversal,Sacramento,3-Dec-21,Xunub,19,56,0,
Reversal,Sacramento,3-Dec-21,Xunub,19,57,1,
Reversal,Sacramento,3-Dec-21,Xunub,19,58,1,
Reversal,Sacramento,3-Dec-21,Xunub,19,59,0,
Reversal,Sacramento,3-Dec-21,Xunub,19,60,0,
Reversal,Sacramento,3-Dec-21,Xunub,19,61,1,
Reversal,Sacramento,3-Dec-21,Xunub,19,62,-1,"Came down in front of light grey but didn't look in, then went back to perch."
Reversal,Sacramento,5-Dec-21,Xunub,20,62,-1,"Came down in front of dk grey but didn't look in, then went back to perch."
Reversal,Sacramento,5-Dec-21,Xunub,21,62,-1,Sitting on one leg
Reversal,Sacramento,5-Dec-21,Xunub,22,62,-1,Sitting on perch
Reversal,Sacramento,6-Dec-21,Xunub,23,62,1,
Reversal,Sacramento,6-Dec-21,Xunub,23,63,1,
Reversal,Sacramento,6-Dec-21,Xunub,23,64,1,
Reversal,Sacramento,6-Dec-21,Xunub,23,65,1,
Reversal,Sacramento,6-Dec-21,Xunub,23,66,-1,
Reversal,Sacramento,6-Dec-21,Xunub,24,66,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,67,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,68,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,69,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,70,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,71,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,72,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,73,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,74,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,75,1,
Reversal,Sacramento,6-Dec-21,Xunub,24,76,1,
Reversal,Sacramento,7-Dec-21,Xunub,1,1,0,Rewarded = DARK gray
Reversal,Sacramento,7-Dec-21,Xunub,1,2,0,
Reversal,Sacramento,7-Dec-21,Xunub,1,3,0,
Reversal,Sacramento,7-Dec-21,Xunub,1,4,0,
Reversal,Sacramento,7-Dec-21,Xunub,1,5,0,
Reversal,Sacramento,7-Dec-21,Xunub,1,6,-1,
Reversal,Sacramento,7-Dec-21,Xunub,2,6,-1,Didn't come down; 8 min trial
Reversal,Sacramento,7-Dec-21,Xunub,3,6,0,
Reversal,Sacramento,7-Dec-21,Xunub,3,7,0,
Reversal,Sacramento,7-Dec-21,Xunub,3,8,0,
Reversal,Sacramento,7-Dec-21,Xunub,3,9,0,
Reversal,Sacramento,7-Dec-21,Xunub,3,10,-1,
Reversal,Sacramento,7-Dec-21,Xunub,4,10,0,
Reversal,Sacramento,7-Dec-21,Xunub,4,11,0,
Reversal,Sacramento,7-Dec-21,Xunub,4,12,-1,
Reversal,Sacramento,8-Dec-21,Xunub,5,12,0,
Reversal,Sacramento,8-Dec-21,Xunub,5,13,0,
Reversal,Sacramento,8-Dec-21,Xunub,5,14,-1,
Reversal,Sacramento,8-Dec-21,Xunub,6,14,-1,
Reversal,Sacramento,8-Dec-21,Xunub,7,14,-1,
Reversal,Sacramento,9-Dec-21,Xunub,8,14,-1,
Reversal,Sacramento,9-Dec-21,Xunub,9,14,-1,
Reversal,Sacramento,9-Dec-21,Xunub,10,14,-1,
Reversal,Sacramento,9-Dec-21,Xunub,11,14,-1,
Reversal,Sacramento,10-Dec-21,Xunub,12,14,-1,Added 3 MD pieces to ground at 5min; Did not come down after another 5min
Reversal,Sacramento,10-Dec-21,Xunub,13,14,-1,Added 3 MD pieces to ground at 5min; Did not come down after another 5min
Reversal,Sacramento,12-Dec-21,Xunub,14,14,-1,Baited w 5 MD @3 min. Didn't come down; 5 min trial
Reversal,Sacramento,12-Dec-21,Xunub,15,14,-1,On table. Baited w 5 MD @3 min. Didn't come down; 5 min trial
Reversal,Sacramento,12-Dec-21,Xunub,16,14,-1,"On table. Baited w 10 MD @3 min. Took bait, didn't make a choice, flew to perch; 5 min trial"
Reversal,Sacramento,13-Dec-21,Xunub,17,14,-1,SUPER windy and rainy today
Reversal,Sacramento,14-Dec-21,Xunub,18,14,-1,Tubes on ground. Baited w 3 MD @5 min. Didn't come down; 9 min trial
Reversal,Sacramento,14-Dec-21,Xunub,19,14,0,Did yellow tube trial just before to increase his motivation.
Reversal,Sacramento,14-Dec-21,Xunub,19,15,0,
Reversal,Sacramento,14-Dec-21,Xunub,19,16,-1,Baited @3 min 3 pieces MD. Took bait and didn't make a choice
Reversal,Sacramento,14-Dec-21,Xunub,20,16,-1,Did yellow tube trial just before to increase his motivation.
Reversal,Sacramento,15-Dec-21,Xunub,21,16,-1,Did yellow tube trial just before to increase his motivation. Windy today
Reversal,Sacramento,15-Dec-21,Xunub,22,16,-1,Trying table. Didn't come down; 6 min trial
Reversal,Sacramento,15-Dec-21,Xunub,23,16,0,Weighed him just before the trial to increase his motivation
Reversal,Sacramento,15-Dec-21,Xunub,23,17,-1,Didn't come down; 5 min trial
Reversal,Sacramento,16-Dec-21,Xunub,24,17,-1,Did yellow tube trial just before to increase his motivation.
Reversal,Sacramento,16-Dec-21,Xunub,25,17,0,
Reversal,Sacramento,16-Dec-21,Xunub,25,18,-1,
Reversal,Sacramento,16-Dec-21,Xunub,26,18,0,
Reversal,Sacramento,16-Dec-21,Xunub,26,19,0,
Reversal,Sacramento,16-Dec-21,Xunub,26,20,-1,
Reversal,Sacramento,19-Dec-21,Xunub,27,20,-1,No color pref trials before to increase motivation; Did not come down in 5mins
Reversal,Sacramento,19-Dec-21,Xunub,28,20,0,No color pref trial right before
Reversal,Sacramento,19-Dec-21,Xunub,28,21,0,
Reversal,Sacramento,19-Dec-21,Xunub,28,22,0,
Reversal,Sacramento,19-Dec-21,Xunub,28,23,-1,Did not come down in 10mins
Reversal,Sacramento,20-Dec-21,Xunub,29,23,-1,No color pref trial right before
Reversal,Sacramento,20-Dec-21,Xunub,30,23,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,24,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,25,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,26,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,27,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,28,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,29,0,Baited @2min
Reversal,Sacramento,20-Dec-21,Xunub,30,30,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,31,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,32,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,33,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,34,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,35,0,Baited @2min. Almost checked dk gray
Reversal,Sacramento,20-Dec-21,Xunub,30,36,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,37,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,38,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,39,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,40,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,41,0,
Reversal,Sacramento,20-Dec-21,Xunub,30,42,0,Baited @1min
Reversal,Sacramento,21-Dec-21,Xunub,31,43,0,
Reversal,Sacramento,21-Dec-21,Xunub,31,44,0,
Reversal,Sacramento,21-Dec-21,Xunub,31,45,0,
Reversal,Sacramento,21-Dec-21,Xunub,31,46,0,Baited @2min
Reversal,Sacramento,21-Dec-21,Xunub,31,47,0,
Reversal,Sacramento,21-Dec-21,Xunub,31,48,0,
Reversal,Sacramento,21-Dec-21,Xunub,31,49,-1,"Baited @4min. Took bait, walked toward dk gray, but didn't look inside"
Reversal,Sacramento,21-Dec-21,Xunub,32,49,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,50,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,51,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,52,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,53,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,54,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,55,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,56,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,57,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,58,0,Pecking at the non rewarded tube and lifting it up
Reversal,Sacramento,21-Dec-21,Xunub,32,59,0,Pecking at the non rewarded tube and lifting it up
Reversal,Sacramento,21-Dec-21,Xunub,32,60,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,61,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,62,0,
Reversal,Sacramento,21-Dec-21,Xunub,32,63,-1,Didn't see whether he checked the light gray tube when he landed so I stopped the trial because he was wandering around on the ground. Then I looked at the video and he hadn't yet seen inside a tube
Reversal,Sacramento,22-Dec-21,Xunub,33,63,-1,Baited @2min. Took bait and didn't make a choice
Reversal,Sacramento,22-Dec-21,Xunub,34,63,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,64,1,YAYYYYY!!!!!!
Reversal,Sacramento,22-Dec-21,Xunub,34,65,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,66,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,67,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,68,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,69,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,70,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,71,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,72,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,73,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,74,1,
Reversal,Sacramento,22-Dec-21,Xunub,34,75,0,
Reversal,Sacramento,22-Dec-21,Xunub,34,76,0,Baited @3min
Reversal,Sacramento,22-Dec-21,Xunub,34,77,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,78,0,
Reversal,Sacramento,22-Dec-21,Xunub,35,79,0,
Reversal,Sacramento,22-Dec-21,Xunub,35,80,0,
Reversal,Sacramento,22-Dec-21,Xunub,35,81,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,82,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,83,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,84,0,
Reversal,Sacramento,22-Dec-21,Xunub,35,85,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,86,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,87,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,88,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,89,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,90,0,
Reversal,Sacramento,22-Dec-21,Xunub,35,91,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,92,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,93,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,94,0,
Reversal,Sacramento,22-Dec-21,Xunub,35,95,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,96,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,97,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,98,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,99,1,
Reversal,Sacramento,22-Dec-21,Xunub,35,100,1,
Reversal,Sacramento,12-Dec-21,Tzanatl preciosa,1,1,0,Rewarded = LIGHT gray
Reversal,Sacramento,12-Dec-21,Tzanatl preciosa,1,2,-1,Baited @3 min. Took bait and flew to perch
Reversal,Sacramento,12-Dec-21,Tzanatl preciosa,2,2,-1,Didn't come down; 7 min trial
Reversal,Sacramento,12-Dec-21,Tzanatl preciosa,3,2,-1,Did yellow tube trial just before and she came down immediately
Reversal,Sacramento,13-Dec-21,Tzanatl preciosa,4,2,-1,Trying table. SUPER windy and rainy today
Reversal,Sacramento,14-Dec-21,Tzanatl preciosa,5,2,0,"Tubes on ground. Baited @3 min. Landed on dk gray tube and if flipped onto its back so the tube was visible, though she just went for the bait and I don't know if she specifically looked inside the gray tube. The movement seemed to scare her so I will put the no color preference tubes in her food overnight"
Reversal,Sacramento,14-Dec-21,Tzanatl preciosa,5,3,-1,Baited @3 min. Didn't come down
Reversal,Sacramento,14-Dec-21,Tzanatl preciosa,6,3,-1,Baited @3 min. Took bait and flew to perch. I think she might just need more habituation to the tubes bc she participates in yellow tube. Gave her back MD and put the no color preference in her dish with lots of goldfish
Reversal,Sacramento,15-Dec-21,Tzanatl preciosa,7,3,-1,Windy today. Didn't come down; 8 min trial
Reversal,Sacramento,15-Dec-21,Tzanatl preciosa,8,3,-1,Weighed her just before the trial started to get her interested in participating. Trying table; looked like she wanted to come down. Didn't come down; 7 min trial. Keep table in for habituation to make sure she is still comfortable with it
Reversal,Sacramento,15-Dec-21,Tzanatl preciosa,9,3,-1,"Did yellow tube trial on table just before and she came down immediately. Tubes on table. 12:01 landed on table on the way to her water bath, but didn't look inside a tube. 5 min trial"
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,10,3,-1,Tubes on table. Looks like she wants to come down
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,11,3,0,Tubes on table from now on
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,11,4,1,
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,11,5,1,
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,11,6,1,
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,11,7,1,
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,11,8,1,
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,11,9,-1,
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,12,9,1,
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,12,10,1,
Reversal,Sacramento,16-Dec-21,Tzanatl preciosa,12,11,-1,Started cutting trees on the street in the middle of the trial
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,13,11,-1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,14,11,1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,14,12,1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,14,13,1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,14,14,1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,14,15,1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,14,16,0,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,14,17,-1,Did not come down in 5mins
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,15,17,1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,15,18,1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,15,19,1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,15,20,1,
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,15,21,-1,Did not come down in 5mins
Reversal,Sacramento,17-Dec-21,Tzanatl preciosa,16,21,1,
Reversal,Sacramento,19-Dec-21,Tzanatl preciosa,1,1,0,Rewarded = DARK grey
Reversal,Sacramento,19-Dec-21,Tzanatl preciosa,1,2,-1,Did not come down in 5mins
Reversal,Sacramento,19-Dec-21,Tzanatl preciosa,2,2,-1,Did not come down in 5mins
Reversal,Sacramento,19-Dec-21,Tzanatl preciosa,3,2,-1,Did not come down in 10 mins
Reversal,Sacramento,20-Dec-21,Tzanatl preciosa,4,2,-1,"Did a yellow tube trial just before to increase motivation. Baited @4min, took bait and didn't make a choice"
Reversal,Sacramento,20-Dec-21,Tzanatl preciosa,5,2,-1,Did not come down in 5mins
Reversal,Sacramento,21-Dec-21,Tzanatl preciosa,6,2,-1,Did not come down in 5mins
Reversal,Sacramento,21-Dec-21,Tzanatl preciosa,7,2,0,
Reversal,Sacramento,21-Dec-21,Tzanatl preciosa,7,3,-1,Looks like she wants to come down
Reversal,Sacramento,22-Dec-21,Tzanatl preciosa,8,3,-1,Did not come down in 5mins
