Bird Name,Date,Time,LatDegrees,LatMinutes,LatSeconds,Latitude,LonDegrees,LonMinutes,LonSeconds,Longitude
Habanero,2019-04-24,2:09:00,,,,33.41051012,,,,-111.933097
Habanero,2019-04-24,2:18:00,,,,33.41012828,,,,-111.9333871
Mole,2019-04-24,2:25:00,,,,33.41033611,,,,-111.9337472
Calabazo,2019-04-24,2:33:00,,,,33.40986994,,,,-111.9347829
Sincronizada,2019-04-25,9:35:00,,,,33.42111407,,,,-111.9337005
Mole,2019-04-25,11:26:00,,,,33.40930639,,,,-111.9325197
Mole,2019-04-25,11:29:00,,,,33.40904508,,,,-111.9331564
Mole,2019-04-25,11:39:00,,,,33.40925672,,,,-111.9324741
Mole,2019-04-25,11:45:00,,,,33.40937395,,,,-111.9319256
Mole,2019-04-25,11:46:00,,,,33.40946442,,,,-111.9314889
Mole,2019-04-25,11:57:00,,,,33.40940456,,,,-111.9312247
Habanero,2019-04-25,12:25:00,,,,33.41313526,,,,-111.926013
Habanero,2019-04-25,12:40:00,,,,33.41333644,,,,-111.9268157
Habanero,2019-04-25,12:51:00,,,,33.41288756,,,,-111.9257155
Habanero,2019-04-25,12:55:00,,,,33.41220471,,,,-111.9259217
Habanero,2019-04-28,7:20:00,,,,33.42241013,,,,-111.9218331
Habanero,2019-04-28,7:55:00,,,,33.4205719,,,,-111.924995
Mole,2019-04-28,8:39:00,,,,33.4098341,,,,-111.9326877
Mole,2019-04-28,8:47:00,,,,33.40961039,,,,-111.9325874
Queso,2019-05-01,7:00:00,,,,33.42368815,,,,-111.9245055
Queso,2019-05-01,6:37:00,,,,33.42349135,,,,-111.9253587
Queso,2019-05-01,6:47:00,,,,33.42328869,,,,-111.925027
Queso,2019-05-01,6:52:00,,,,33.42294209,,,,-111.9247797
Queso,2019-05-01,6:56:00,,,,33.42327329,,,,-111.92396
Queso,2019-05-01,7:21:00,,,,33.42134362,,,,-111.9208679
Habanero,2019-05-01,7:21:00,,,,33.42140266,,,,-111.9209542
Chimichanga,2019-05-02,8:02:00,,,,33.41820375,,,,-111.9360855
Mixiote,2019-05-02,8:47:00,,,,33.41773398,,,,-111.9300445
Shakira,2019-05-02,8:47:00,,,,33.41773398,,,,-111.9300445
Tripa,2019-05-02,8:50:00,,,,33.4175735,,,,-111.929907
Tapa,2019-05-02,10:53:00,,,,33.41869316,,,,-111.9300709
Tapa,2019-05-02,10:58:00,,,,33.4176692,,,,-111.9298694
Tapa,2019-05-02,11:05:00,,,,33.41729892,,,,-111.9301436
Tapa,2019-05-02,11:10:00,,,,33.416638,,,,-111.931815
Tapa,2019-05-02,11:25:00,,,,33.41827873,,,,-111.9303304
Tapa,2019-05-02,11:55:00,,,,33.41742545,,,,-111.9299319
Tapa,2019-05-02,11:56:00,,,,33.41749522,,,,-111.9298871
Tapa,2019-05-02,12:02:00,,,,33.41681214,,,,-111.9296488
Tapa,2019-05-02,12:20:00,,,,33.41637178,,,,-111.9293516
Tapa,2019-05-02,12:25:00,,,,33.41614309,,,,-111.9302149
Shakira,2019-05-02,12:26:00,,,,33.41632788,,,,-111.9299621
Shakira,2019-05-02,12:31:00,,,,33.41683819,,,,-111.9295875
Tapa,2019-05-03,7:41:00,,,,33.41835286,,,,-111.9306162
Chimichanga,2019-05-06,9:33:00,,,,33.41821682,,,,-111.9360225
Chalupa,2019-05-06,9:58:00,,,,33.41837817,,,,-111.9363014
Pico,2019-05-06,9:59:00,,,,33.41843257,,,,-111.9361996
Tapa,2019-05-06,11:31:00,,,,33.41740663,,,,-111.9305431
Tapa,2019-05-06,12:22:00,,,,33.41655084,,,,-111.930151
Tapa,2019-05-06,12:41:00,,,,33.41710157,,,,-111.9302811
Nopal,2019-05-06,12:57:00,,,,33.41731987,,,,-111.9302431
Cebollita,2019-05-06,2:23:00,,,,33.42205255,,,,-111.9332946
Tapa,2019-05-07,7:19:00,,,,33.41822705,,,,-111.9314683
Habanero,2019-05-07,7:27:00,,,,33.42209357,,,,-111.9213626
Habanero,2019-05-07,7:33:00,,,,33.42322681,,,,-111.9239904
Habanero,2019-05-07,7:36:00,,,,33.42263749,,,,-111.9245268
Habanero,2019-05-07,7:41:00,,,,33.42262017,,,,-111.9253089
Habanero,2019-05-07,7:54:00,,,,33.42094753,,,,-111.9252968
Habanero,2019-05-07,8:01:00,,,,33.42034611,,,,-111.9257408
Chile,2019-05-07,8:17:00,,,,33.42042223,,,,-111.9296017
Tapa,2019-05-07,11:07:00,,,,33.41833362,,,,-111.9305738
Tapa,2019-05-07,11:43:00,,,,33.41817303,,,,-111.930141
Chimichanga,2019-05-07,1:41:00,,,,33.41807142,,,,-111.9367965
Cemita,2019-05-08,12:43:00,,,,33.42028681,,,,-111.9290328
Crema,2019-05-08,2:15:00,,,,33.42024491,,,,-111.9276869
Tapa,2019-05-08,7:36:00,,,,33.41823711,,,,-111.930302
Naranja,2019-05-09,6:59:00,,,,33.42471439,,,,-111.9285678
Tostada,2019-05-09,7:47:00,,,,33.42160923,,,,-111.9340121
Habanero,2019-05-09,8:19:00,,,,33.41583858,,,,-111.9172435
Habanero,2019-05-09,8:24:00,,,,33.41587889,,,,-111.9174893
Habanero,2019-05-09,8:29:00,,,,33.4159257,,,,-111.9171525
Habanero,2019-05-09,8:33:00,,,,33.4158056,,,,-111.9167606
Fresca,2019-05-09,8:05:00,,,,33.42122169,,,,-111.9341312
Picante,2019-05-09,10:47:00,,,,33.41798858,,,,-111.9298541
Becky,2019-05-09,11:31:00,,,,33.41817705,,,,-111.9298222
Mixiote,2019-05-09,11:33:00,,,,33.4181532,,,,-111.9298069
Habanero,2019-05-09,8:44:00,,,,33.41547209,,,,-111.9166463
Naranja,2019-05-09,4:26:00,,,,33.42476782,,,,-111.9284242
Tapa,2019-05-10,8:28:00,,,,33.41724863,,,,-111.9300786
Tapa,2019-05-10,8:50:00,,,,33.41828794,,,,-111.9303971
Morada,2019-05-10,10:56:00,33,25,12.66,33.42018333,111,56,7.66,-111.9354611
Crema,2019-05-10,1:25:00,,,,33.418306,,,,-111.936174
Chalupa,2019-05-12,8:43:00,,,,33.41677603,,,,-111.9375724
Crema,2019-05-13,6:50:00,,,,33.42123984,,,,-111.9341089
Becky,2019-05-13,7:02:00,,,,33.42214672,,,,-111.9323845
Chalupa,2019-05-13,8:12:00,,,,33.4169742,,,,-111.9367922
Chalupa,2019-05-13,8:38:00,,,,33.41725328,,,,-111.9371428
Chalupa,2019-05-13,8:43:00,,,,33.41677603,,,,-111.9375724
Crema,2019-05-13,9:53:00,,,,33.42156992,,,,-111.9337319
Cebollita,2019-05-13,10:19:00,,,,33.42180247,,,,-111.9327317
Sincronizada,2019-05-13,10:19:00,,,,33.42180247,,,,-111.9327317
Tortilla,2019-05-13,10:32:00,,,,33.42038782,,,,-111.9329736
Chile,2019-05-13,10:50:00,,,,33.42044641,,,,-111.9295491
Nacho,2019-05-13,11:39:00,,,,33.42020832,,,,-111.9290765
Guapo,2019-05-13,1:28:00,,,,33.42190251,,,,-111.9199239
Guapo,2019-05-13,1:44:00,,,,33.42187753,,,,-111.9199545
Fajita,2019-05-13,1:44:00,,,,33.42187753,,,,-111.9199545
Guapo,2019-05-14,7:40:00,,,,33.42181433,,,,-111.9199435
Ranchera,2019-05-14,8:06:00,,,,33.41819043,,,,-111.9361604
Tapa,2019-05-14,8:24:00,,,,33.41835288,,,,-111.9304055
Tapa,2019-05-14,8:27:00,,,,33.41730103,,,,-111.9302674
Cochinita,2019-05-14,8:43:00,,,,33.41824572,,,,-111.9290643
Cochinita,2019-05-14,8:47:00,,,,33.41828515,,,,-111.9294654
Picante,2019-05-14,9:08:00,,,,33.41813296,,,,-111.9297278
Ranchera,2019-05-14,12:22:00,,,,33.41840277,,,,-111.936285
Tortilla,2019-05-14,2:31:00,,,,33.41971697,,,,-111.935039
Naranja,2019-05-14,3:07:00,,,,33.42037277,,,,-111.9329777
Picante,2019-05-15,8:05:00,,,,33.41819981,,,,-111.9298245
Tripa,2019-05-15,8:05:00,,,,33.41819981,,,,-111.9298245
Crema,2019-05-15,8:37:00,,,,33.42014381,,,,-111.9291753
Tapa,2019-05-15,8:38:00,,,,33.42024456,,,,-111.929185
Crema,2019-05-15,8:39:00,,,,33.42046565,,,,-111.9291798
Tapa,2019-05-15,8:47:00,,,,33.41854732,,,,-111.9309667
Sincronizada,2019-05-15,8:46:00,,,,33.42157934,,,,-111.9306013
Sincronizada,2019-05-15,8:56:00,,,,33.4212117,,,,-111.9338568
Tostada,2019-05-15,8:58:00,,,,33.42136947,,,,-111.9336355
Queso,2019-05-15,10:19:00,,,,33.42315934,,,,-111.9247114
Queso,2019-05-15,10:38:00,,,,33.42288621,,,,-111.9245066
Guapo,2019-05-15,10:52:00,,,,33.42184673,,,,-111.9197281
Chalupa,2019-05-15,12:13:00,,,,33.41816355,,,,-111.9362231
Ranchera,2019-05-16,7:03:00,,,,33.41790705,,,,-111.9368463
Chimichanga,2019-05-16,7:03:00,,,,33.41790705,,,,-111.9368463
Chimichanga,2019-05-16,7:14:00,,,,33.41827338,,,,-111.9354527
Chalupa,2019-05-16,7:39:00,,,,33.41774407,,,,-111.9376311
Galleta,2019-05-16,7:42:00,,,,33.41757419,,,,-111.9368562
Tapa,2019-05-16,8:54:00,,,,33.41818235,,,,-111.9297445
Habanero,2019-05-16,8:35:00,,,,33.42351431,,,,-111.9003469
Habanero,2019-05-16,9:05:00,,,,33.42448917,,,,-111.9003745
Habanero,2019-05-16,9:20:00,,,,33.42369079,,,,-111.9003918
Habanero,2019-05-16,9:39:00,,,,33.42333037,,,,-111.9002958
Habanero,2019-05-16,10:00:00,,,,33.42323754,,,,-111.9002729
Chalupa,2019-05-17,7:49:00,,,,33.42207254,,,,-111.9363474
Morada,2019-05-17,8:19:00,,,,33.42067603,,,,-111.9365541
Chalupa,2019-05-17,8:37:00,,,,33.41805736,,,,-111.9357618
Pico,2019-05-17,8:28:00,33,25,6.37,33.41843611,111,56,11.11,-111.9364194
Chalupa,2019-05-17,8:56:00,33,25,5.5,33.41819444,111,56,11.11,-111.9364194
Tripa,2019-05-17,10:00:00,33,25,5.44,33.41817778,111,55,45.52,-111.9293111
Shakira,2019-05-17,10:02:00,33,25,5.53,33.41820278,111,55,45.58,-111.9293278
Morada,2019-05-20,6:53:00,,,,33.42132366,,,,-111.9351058
Pico,2019-05-20,11:05:00,,,,33.41842348,,,,-111.9366815
Pico,2019-05-20,1:48:00,,,,33.41808984,,,,-111.936781
Habanero,2019-05-20,12:35:00,,,,33.42328959,,,,-111.9002726
Queso,2019-05-20,12:03:00,,,,33.42391643,,,,-111.924689
Chalupa,2019-05-20,10:53:00,,,,33.41699009,,,,-111.9372861
Chalupa,2019-05-20,2:49:00,,,,33.42224533,,,,-111.9363014
Chimichanga,2019-05-20,1:58:00,,,,33.42208352,,,,-111.9363231
Chalupa,2019-05-20,1:58:00,,,,33.42208352,,,,-111.9363231
Morada,2019-05-21,7:08:00,,,,33.42023468,,,,-111.9355389
Tortilla,2019-05-21,8:48:00,,,,33.42109588,,,,-111.9338269
Cebollita,2019-05-21,8:57:00,,,,33.4216208,,,,-111.9327767
Taquito,2019-05-21,9:38:00,,,,33.4200704,,,,-111.9276712
Picante,2019-05-21,11:00:00,,,,33.41822043,,,,-111.9298741
Chalupa,2019-05-21,12:22:00,,,,33.42202946,,,,-111.9363179
Tapa,2019-05-22,7:55:00,,,,33.41844887,,,,-111.9298438
Aquaman,2019-05-22,8:40:00,,,,33.41839936,,,,-111.9264467
Tapa,2019-05-22,10:24:00,,,,33.41733366,,,,-111.9302282
Tapa,2019-05-22,10:34:00,,,,33.41877678,,,,-111.9294711
Tapa,2019-05-22,11:43:00,,,,33.41843861,,,,-111.9296819
Habanero,2019-05-22,1:28:00,,,,33.42508692,,,,-111.8998063
Habanero,2019-05-22,1:38:00,,,,33.42430074,,,,-111.8991652
Chalupa,2019-05-23,7:35:00,,,,33.41808267,,,,-111.9359959
Chalupa,2019-05-24,8:33:00,,,,33.41756341,,,,-111.9371048
Queso,2019-05-24,9:51:00,,,,33.42391182,,,,-111.9247546
Queso,2019-05-24,9:57:00,,,,33.42385608,,,,-111.9245599
Queso,2019-05-24,10:02:00,,,,33.42291752,,,,-111.9246523
Chalupa,2019-05-26,6:16:00,,,,33.42194002,,,,-111.936194
Chalupa,2019-05-26,6:22:00,,,,33.42227148,,,,-111.9363816
Morada,2019-05-26,6:19:00,,,,33.4217674,,,,-111.9361384
Cebollita,2019-05-26,6:26:00,,,,33.4221028,,,,-111.936369
Pozole,2019-05-26,6:31:00,,,,33.42177209,,,,-111.935226
Habanero,2019-05-26,10:15:00,,,,33.42653452,,,,-111.8952276
Habanero,2019-05-26,11:32:00,,,,33.42657073,,,,-111.8952024
Habanero,2019-05-26,12:01:00,,,,33.42623805,,,,-111.8989106
Habanero,2019-05-26,12:09:00,,,,33.42686183,,,,-111.8986126
Habanero,2019-05-26,12:16:00,,,,33.42611802,,,,-111.8988526
Habanero,2019-05-27,7:43:00,,,,33.42577403,,,,-111.9048741
Habanero,2019-05-27,9:34:00,,,,33.42473715,,,,-111.8970074
Habanero,2019-05-27,9:47:00,,,,33.4234123,,,,-111.9003193
Habanero,2019-05-27,10:09:00,,,,33.42320946,,,,-111.9002934
Tripa,2019-05-27,8:13:00,,,,33.4178572,,,,-111.9286761
Tripa,2019-05-27,9:05:00,,,,33.41765113,,,,-111.9289264
Mangonada,2019-05-27,8:20:00,,,,33.41837084,,,,-111.9291382
Mangonada,2019-05-27,8:24:00,,,,33.41837381,,,,-111.9294658
Mixiote,2019-05-27,8:22:00,,,,33.41841279,,,,-111.9295062
Shakira,2019-05-27,8:27:00,,,,33.4181185,,,,-111.9298765
Picante,2019-05-27,8:27:00,,,,33.4181185,,,,-111.9298765
Shakira,2019-05-27,8:18:00,,,,33.41828857,,,,-111.9296754
Tapa,2019-05-27,8:18:00,,,,33.41828857,,,,-111.9296754
Chancaca,2019-05-27,9:18:00,,,,33.41727826,,,,-111.9288524
Shakira,2019-05-27,9:18:00,,,,33.41727826,,,,-111.9288524
Crema,2019-05-27,9:56:00,,,,33.42036422,,,,-111.9288777
Queso,2019-05-27,11:19:00,,,,33.42377143,,,,-111.9250948
Queso,2019-05-27,11:23:00,,,,33.42281404,,,,-111.9246284
Queso,2019-05-27,11:51:00,,,,33.42326239,,,,-111.9244661
Chimichanga,2019-05-28,9:33:00,,,,33.41955667,,,,-111.9351585
Chalupa,2019-05-28,1:52:00,,,,33.41804269,,,,-111.9355918
Tortilla,2019-05-29,6:52:00,,,,33.42139071,,,,-111.933664
Chile,2019-05-29,7:40:00,,,,33.42118355,,,,-111.9278373
Naranja,2019-05-29,8:45:00,,,,33.42037256,,,,-111.9296662
Chalupa,2019-05-29,9:38:00,,,,33.41786105,,,,-111.9367074
Chalupa,2019-05-29,9:40:00,,,,33.41681738,,,,-111.9367024
Chalupa,2019-05-29,10:04:00,,,,33.41638148,,,,-111.9374852
Chalupa,2019-05-29,10:05:00,,,,33.41668717,,,,-111.9369094
Chalupa,2019-05-29,10:08:00,,,,33.41744682,,,,-111.9369095
Queso,2019-05-29,10:09:00,,,,33.42282846,,,,-111.9246049
Queso,2019-05-29,10:56:00,,,,33.42380323,,,,-111.9244539
Chalupa,2019-05-29,10:27:00,,,,33.41777585,,,,-111.9367047
Pico,2019-05-29,10:27:00,,,,33.41777585,,,,-111.9367047
Chalupa,2019-05-29,10:36:00,,,,33.4176904,,,,-111.9365142
Memela,2019-05-29,11:15:00,,,,33.41596984,,,,-111.9304204
Memela,2019-05-29,11:41:00,,,,33.41742511,,,,-111.9308301
Memela,2019-05-29,12:06:00,,,,33.41892899,,,,-111.9290481
Memela,2019-05-29,12:49:00,,,,33.4183428,,,,-111.9306955
Memela,2019-05-29,1:07:00,,,,33.4182957,,,,-111.9307673
Memela,2019-05-29,1:21:00,,,,33.41878076,,,,-111.9301729
Habanero,2019-05-29,12:37:00,,,,33.42323511,,,,-111.9002825
Habanero,2019-05-29,12:54:00,,,,33.42372734,,,,-111.8999353
Habanero,2019-05-29,1:01:00,,,,33.4237182,,,,-111.8995349
Memela,2019-05-30,7:21:00,,,,33.41817889,,,,-111.9311956
Memela,2019-05-30,8:04:00,,,,33.41830739,,,,-111.9304538
Crema,2019-05-30,8:15:00,,,,33.42035769,,,,-111.9300386
Crema,2019-05-30,8:37:00,,,,33.42080075,,,,-111.929052
Ranchera,2019-05-30,9:47:00,,,,33.42148325,,,,-111.9335646
Crema,2019-05-30,10:06:00,,,,33.4215462,,,,-111.9339522
Sincronizada,2019-05-30,10:56:00,,,,33.42123343,,,,-111.9325844
Chimichanga,2019-05-30,12:21:00,,,,33.41812755,,,,-111.9353347
Tortilla,2019-05-31,9:07:00,,,,33.42105481,,,,-111.93418
Crema,2019-05-31,10:18:00,,,,33.4205666,,,,-111.9292123
Tostada,2019-05-31,11:00:00,,,,33.4217793,,,,-111.9340764
Mangonada,2019-06-02,6:30:00,,,,33.41826598,,,,-111.9286423
Ranchera,2019-06-02,6:37:00,,,,33.41832843,,,,-111.9357799
Chimichanga,2019-06-02,6:57:00,,,,33.41837277,,,,-111.9362167
Crema,2019-06-02,7:07:00,,,,33.42020446,,,,-111.9277742
Aquaman,2019-06-02,7:07:00,,,,33.42020446,,,,-111.9277742
Chalupa,2019-06-02,7:04:00,,,,33.4181123,,,,-111.936118
Chalupa,2019-06-02,7:20:00,,,,33.41739531,,,,-111.9376783
Cochinita,2019-06-02,7:22:00,,,,33.41896269,,,,-111.9274391
Chile,2019-06-02,8:15:00,,,,33.42014776,,,,-111.9297177
Taquito,2019-06-02,8:28:00,,,,33.42060684,,,,-111.9291869
Crema,2019-06-02,8:28:00,,,,33.42060684,,,,-111.9291869
Naranja,2019-06-02,8:28:00,,,,33.42060684,,,,-111.9291869
Chimichanga,2019-06-02,8:30:00,,,,33.41824695,,,,-111.9363995
Chile,2019-06-02,9:16:00,,,,33.42060135,,,,-111.9300964
Tortilla,2019-06-02,10:46:00,,,,33.42166683,,,,-111.9336662
Tortilla,2019-06-02,11:02:00,,,,33.42205649,,,,-111.9358822
Chalupa,2019-06-02,11:16:00,,,,33.42109148,,,,-111.9365327
Chile,2019-06-02,1:02:00,,,,33.42052817,,,,-111.929136
Crema,2019-06-02,1:20:00,,,,33.4211906,,,,-111.929096
Crema,2019-06-03,6:19:00,,,,33.42029884,,,,-111.9287531
Memela,2019-06-03,7:11:00,,,,33.41737767,,,,-111.926875
Chalupa,2019-06-03,7:12:00,,,,33.41720848,,,,-111.9370374
Memela,2019-06-03,7:36:00,,,,33.4185488,,,,-111.9298388
Memela,2019-06-03,7:39:00,,,,33.41826108,,,,-111.9298552
Tapa,2019-06-03,7:39:00,,,,33.41826108,,,,-111.9298552
Naranja,2019-06-03,7:44:00,,,,33.42052465,,,,-111.9291596
Crema,2019-06-03,7:50:00,,,,33.42053232,,,,-111.929234
Chile,2019-06-03,7:55:00,,,,33.42068676,,,,-111.9294939
Chile,2019-06-03,8:10:00,,,,33.4200779,,,,-111.9299622
Crema,2019-06-03,8:10:00,,,,33.4200779,,,,-111.9299622
Chile,2019-06-03,8:52:00,,,,33.42046778,,,,-111.9290383
Nacho,2019-06-03,8:56:00,,,,33.42079371,,,,-111.9290928
Chile,2019-06-03,8:59:00,,,,33.42104559,,,,-111.9289655
Sincronizada,2019-06-03,7:06:00,,,,33.42131502,,,,-111.9327364
Tortilla,2019-06-03,7:58:00,,,,33.42148861,,,,-111.9339647
Habanero,2019-06-03,10:13:00,,,,33.42576141,,,,-111.8956092
Habanero,2019-06-03,11:18:00,,,,33.42611559,,,,-111.8987271
Fideo,2019-06-03,11:02:00,,,,33.41887487,,,,-111.9300296
Fideo,2019-06-03,11:30:00,,,,33.42120582,,,,-111.9278265
Fideo,2019-06-03,11:52:00,,,,33.41969629,,,,-111.9273431
Avocada,2019-06-03,11:52:00,,,,33.41969629,,,,-111.9273431
Fideo,2019-06-03,12:11:00,,,,33.4195457,,,,-111.9271533
Avocada,2019-06-03,12:11:00,,,,33.4195457,,,,-111.9271533
Fideo,2019-06-03,12:46:00,,,,33.41947795,,,,-111.9271695
Avocada,2019-06-03,12:46:00,,,,33.41947795,,,,-111.9271695
Aquaman,2019-06-03,12:46:00,,,,33.41947795,,,,-111.9271695
Avocada,2019-06-03,12:48:00,,,,33.41966837,,,,-111.926975
Avocada,2019-06-03,12:52:00,,,,33.41960768,,,,-111.9274087
Memela,2019-06-04,6:22:00,,,,33.41827589,,,,-111.9288158
Memela,2019-06-04,6:30:00,,,,33.41750549,,,,-111.9291296
Memela,2019-06-04,6:33:00,,,,33.41724734,,,,-111.9293994
Memela,2019-06-04,6:56:00,,,,33.41676343,,,,-111.9246036
Crema,2019-06-04,8:23:00,,,,33.42122002,,,,-111.9290922
Tostada,2019-06-04,8:48:00,,,,33.42194254,,,,-111.9337992
Habanero,2019-06-04,11:45:00,,,,33.42622125,,,,-111.8954117
Habanero,2019-06-04,11:50:00,,,,33.42637644,,,,-111.8948507
Habanero,2019-06-04,11:53:00,,,,33.42652614,,,,-111.8952635
Habanero,2019-06-04,12:06:00,,,,33.42582453,,,,-111.8964193
Avocada,2019-06-04,10:59:00,,,,33.42018707,,,,-111.9273102
Avocada,2019-06-04,11:21:00,,,,33.42021813,,,,-111.9275458
Fideo,2019-06-04,11:52:00,,,,33.42115962,,,,-111.9280218
Fideo,2019-06-04,12:09:00,,,,33.41981772,,,,-111.9273888
Fideo,2019-06-04,12:20:00,,,,33.4197251,,,,-111.927348
Aquaman,2019-06-04,12:20:00,,,,33.4197251,,,,-111.927348
Fideo,2019-06-04,1:28:00,,,,33.42064099,,,,-111.9251568
Taquito,2019-06-05,9:30:00,,,,33.42048115,,,,-111.9291916
Fideo,2019-06-05,10:34:00,,,,33.4197075,,,,-111.9279344
Chile,2019-06-05,10:34:00,,,,33.4197075,,,,-111.9279344
Nacho,2019-06-05,10:34:00,,,,33.4197075,,,,-111.9279344
Taquito,2019-06-05,10:34:00,,,,33.4197075,,,,-111.9279344
Fideo,2019-06-05,10:43:00,,,,33.42033451,,,,-111.9255417
Fideo,2019-06-05,10:45:00,,,,33.42013959,,,,-111.9255966
Fideo,2019-06-05,10:49:00,,,,33.42033174,,,,-111.92546
Tortilla,2019-06-05,10:49:00,,,,33.42033174,,,,-111.92546
Fideo,2019-06-05,10:53:00,,,,33.42051585,,,,-111.9249696
Aquaman,2019-06-05,11:03:00,,,,33.419567,,,,-111.92482
Chile,2019-06-05,6:17:00,,,,33.42029294,,,,-111.9288876
Nacho,2019-06-05,6:17:00,,,,33.42029294,,,,-111.9288876
Aquaman,2019-06-05,6:17:00,,,,33.42029294,,,,-111.9288876
Crema,2019-06-05,6:17:00,,,,33.42029294,,,,-111.9288876
Fideo,2019-06-05,6:23:00,,,,33.42014424,,,,-111.927812
Memela,2019-06-05,6:23:00,,,,33.41846737,,,,-111.9293115
Tapa,2019-06-05,6:40:00,,,,33.41731257,,,,-111.9304578
Tostada,2019-06-05,6:59:00,,,,33.42154896,,,,-111.9339048
Chalupa,2019-06-05,7:41:00,,,,33.41823371,,,,-111.936337
Memela,2019-06-05,10:26:00,,,,33.41837572,,,,-111.9282185
Memela,2019-06-05,10:44:00,,,,33.41885364,,,,-111.9275584
Memela,2019-06-05,11:03:00,,,,33.41608008,,,,-111.9259608
Chimichanga,2019-06-05,10:52:00,,,,33.41841623,,,,-111.9354562
Chimichanga,2019-06-05,10:57:00,,,,33.4182234,,,,-111.9363718
Chimichanga,2019-06-05,11:05:00,,,,33.41838702,,,,-111.9354556
Nopal,2019-06-06,6:33:00,,,,33.41943734,,,,-111.9292291
Tapa,2019-06-06,6:50:00,,,,33.41852016,,,,-111.9295597
Memela,2019-06-06,7:04:00,,,,33.41827714,,,,-111.9295978
Memela,2019-06-06,7:04:00,,,,33.41818101,,,,-111.929663
Avocada,2019-06-06,7:18:00,,,,33.42040506,,,,-111.9267157
Tortilla,2019-06-06,7:30:00,,,,33.42102753,,,,-111.9341705
Sincronizada,2019-06-06,7:38:00,,,,33.42126113,,,,-111.9325771
Sincronizada,2019-06-06,7:53:00,,,,33.42144696,,,,-111.9327891
Avocada,2019-06-06,7:43:00,,,,33.42057085,,,,-111.9268254
Avocada,2019-06-06,7:50:00,,,,33.4206198,,,,-111.9266386
Avocada,2019-06-06,7:57:00,,,,33.42153935,,,,-111.926034
Chile,2019-06-06,8:20:00,,,,33.42031263,,,,-111.9297594
Fideo,2019-06-06,8:49:00,,,,33.42085561,,,,-111.9246584
Fideo,2019-06-06,8:53:00,,,,33.42124345,,,,-111.9256136
Fideo,2019-06-06,8:54:00,,,,33.42105095,,,,-111.9257499
Chancaca,2019-06-06,9:43:00,,,,33.42061044,,,,-111.9268642
Tortilla,2019-06-06,10:52:00,,,,33.42101202,,,,-111.9339837
Avocada,2019-06-07,9:15:00,,,,33.4206114,,,,-111.9259648
Avocada,2019-06-07,9:16:00,,,,33.42028448,,,,-111.9259422
Avocada,2019-06-07,9:51:00,,,,33.42029519,,,,-111.9301024
Avocada,2019-06-07,9:25:00,,,,33.42008043,,,,-111.9300427
Naranja,2019-06-07,9:25:00,,,,33.42008043,,,,-111.9300427
Avocada,2019-06-07,9:35:00,,,,33.42023793,,,,-111.9298048
Chimichanga,2019-06-07,10:33:00,,,,33.41802127,,,,-111.935104
Queso,2019-06-10,5:11:00,,,,33.4233833,,,,-111.9247134
Queso,2019-06-10,5:30:00,,,,33.42356108,,,,-111.924719
Fideo,2019-06-10,5:47:00,,,,33.42100981,,,,-111.9250808
Chancaca,2019-06-10,5:47:00,,,,33.42100981,,,,-111.9250808
Fideo,2019-06-10,5:52:00,,,,33.4208128,,,,-111.9250597
Chancaca,2019-06-10,5:52:00,,,,33.4208128,,,,-111.9250597
Fideo,2019-06-10,5:58:00,,,,33.4208947,,,,-111.9247444
Memela,2019-06-10,5:58:00,,,,33.41848165,,,,-111.9296376
Tapa,2019-06-10,5:58:00,,,,33.41848165,,,,-111.9296376
Tapa,2019-06-10,6:17:00,,,,33.41845772,,,,-111.9298169
Tapa,2019-06-10,6:47:00,,,,33.41855046,,,,-111.9295464
Memela,2019-06-10,6:21:00,,,,33.41886029,,,,-111.9299981
Naranja,2019-06-10,6:38:00,,,,33.42106143,,,,-111.9302327
Naranja,2019-06-10,6:49:00,,,,33.4201082,,,,-111.9280965
Avocada,2019-06-10,6:56:00,,,,33.42032596,,,,-111.9297843
Crema,2019-06-10,6:56:00,,,,33.42032596,,,,-111.9297843
Avocada,2019-06-10,6:59:00,,,,33.42038145,,,,-111.9305875
Crema,2019-06-10,6:59:00,,,,33.42038145,,,,-111.9305875
Queso,2019-06-10,8:07:00,,,,33.42375243,,,,-111.9246339
Tapa,2019-06-11,5:49:00,,,,33.4182203,,,,-111.9301862
Memela,2019-06-11,6:33:00,,,,33.41827714,,,,-111.9295978
Chimichanga,2019-06-11,7:09:00,,,,33.41824695,,,,-111.9363995
Sincronizada,2019-06-11,8:40:00,,,,33.421315,,,,-111.932766
Tapa,2019-06-11,9:24:00,,,,33.41850101,,,,-111.9298192
Tapa,2019-06-12,6:23:00,,,,33.41843714,,,,-111.9298784
Queso,2019-06-12,8:21:00,,,,33.42328854,,,,-111.9249074
Queso,2019-06-12,9:01:00,,,,33.42339357,,,,-111.9246723
Fideo,2019-06-12,8:00:00,,,,33.42090762,,,,-111.9255198
Fideo,2019-06-12,8:06:00,,,,33.42085934,,,,-111.9250897
Fideo,2019-06-12,8:30:00,,,,33.4208163,,,,-111.9250848
Fideo,2019-06-12,8:52:00,,,,33.42078085,,,,-111.9250573
Nacho,2019-06-12,9:00:00,,,,33.42009516,,,,-111.927638
Chile,2019-06-12,9:09:00,,,,33.42043161,,,,-111.9293618
